,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Newark,90,US,1524009360,56,40.74,-74.17,42.8,12.75
376,Fatsa,0,TR,1524010573,74,41.03,37.5,38.4,1.7
377,Vila Franca do Campo,40,PT,1524009600,76,37.72,-25.43,51.8,26.4
378,Hervey Bay,8,AU,1524010331,87,-25.3,152.85,78.23,11.99
379,Adrar,0,DZ,1524009600,12,27.87,-0.29,73.4,11.41
380,Cherskiy,44,RU,1524010573,76,68.75,161.3,24.18,2.37
381,Palmer,75,US,1524009360,42,61.6,-149.11,48.2,23.04
382,Rodrigues Alves,20,BR,1524006000,88,-7.74,-72.65,78.8,1.12
383,Kudahuvadhoo,56,MV,1524010574,100,2.67,72.89,82.23,8.97
384,Portland,90,US,1524009180,43,45.52,-122.67,55.4,11.41
385,Ancona,1,US,1524008100,64,41.04,-88.87,46.4,9.17
386,La Baule-Escoublac,0,FR,1524009600,100,47.28,-2.4,51.8,3.36
387,Mehran,0,IR,1524006000,65,33.12,46.17,44.6,2.59
388,Srednekolymsk,64,RU,1524010574,71,67.46,153.71,24.63,2.48
389,Baghdad,0,IQ,1524006000,51,33.3,44.38,62.6,2.24
390,Sindi,44,EE,1524010575,97,58.41,24.66,37.1,11.43
391,Abha,20,SA,1524006000,71,18.22,42.5,57.2,4.7
392,Tapiramuta,92,BR,1524010575,93,-11.85,-40.79,69.72,7.85
393,Aborlan,20,PH,1524006000,83,9.44,118.55,78.8,9.17
394,Allanridge,92,ZA,1524010578,97,-27.75,26.64,56.45,3.15
395,Marsa Matruh,75,EG,1524006000,77,31.35,27.25,64.4,9.17
396,Severo-Kurilsk,12,RU,1524010579,91,50.68,156.12,37.05,8.63
397,Hailar,68,CN,1524010579,65,49.2,119.7,43.31,6.96
398,Porto Seguro,92,BR,1524010579,94,-16.44,-39.06,77.51,10.54
399,Venancio Aires,32,BR,1524010579,88,-29.61,-52.19,61.31,2.71
400,Marawi,20,PH,1524010579,89,8.0,124.29,75.71,0.69
401,Geraldton,90,CA,1524009600,76,49.72,-86.95,32.0,12.75
402,Polewali,80,ID,1524010580,91,-4.03,119.8,79.85,2.71
403,Solhan,0,TR,1524010580,58,38.97,41.05,30.75,1.92
404,Aden,80,YE,1524010580,100,12.79,45.03,81.56,16.46
405,Hvide Sande,8,DK,1524009000,81,56.01,8.13,51.8,12.75
406,Tongchuan,0,CN,1524006000,100,34.9,108.95,50.0,3.49
407,Allapalli,0,IN,1524010581,62,19.43,80.06,80.48,9.19
408,Gat,0,SN,1524006000,47,14.69,-16.54,75.2,6.93
409,Phalodi,0,IN,1524010581,36,27.13,72.36,66.3,2.71
410,Saint-Pierre,0,FR,1524009600,76,48.95,4.24,50.0,5.82
411,Eureka,1,US,1524009300,62,40.8,-124.16,55.4,11.41
412,Sar-e Pul,92,AF,1524010582,98,36.22,65.93,31.2,1.7
413,Sinnamary,80,GF,1524010582,100,5.38,-52.96,76.83,8.75
414,Puerto Carreno,75,CO,1524006000,88,6.19,-67.49,78.8,4.7
415,Amapa,92,HN,1524010582,88,15.09,-87.97,67.52,2.37
416,Tchollire,8,CM,1524010582,78,8.4,14.17,75.93,2.48
417,Te Anau,76,NZ,1524010583,99,-45.41,167.72,43.4,3.71
418,Sao Filipe,0,CV,1524010583,100,14.9,-24.5,70.35,15.46
419,Caravelas,92,BR,1524010583,100,-17.73,-39.27,76.25,21.27
420,Srandakan,20,ID,1524010583,99,-7.94,110.25,75.84,4.16
421,Noyabrsk,48,RU,1524010583,72,63.2,75.45,0.87,6.17
422,Padang,44,ID,1524010583,100,-0.92,100.36,79.62,4.61
423,Mayo,20,CA,1524006000,24,63.59,-135.9,33.8,3.36
424,Kahului,40,US,1524005760,65,20.89,-156.47,80.6,24.16
425,Ulladulla,40,AU,1524006000,55,-35.36,150.48,64.4,4.7
426,Skjervoy,0,NO,1524010584,100,70.03,20.97,35.43,2.82
427,Jacareacanga,12,BR,1524010584,91,-6.22,-57.76,77.33,1.7
428,Comodoro Rivadavia,0,AR,1524006000,41,-45.87,-67.48,60.8,25.28
429,Batemans Bay,0,AU,1524010585,92,-35.71,150.18,61.98,3.38
430,Pevek,8,RU,1524010585,89,69.7,170.27,31.52,4.61
431,Kochki,56,RU,1524010585,59,54.33,80.49,23.96,4.61
432,Humaita,0,AR,1524006000,82,-24.93,-65.37,68.0,2.24
433,Nome,1,US,1524009300,64,30.04,-94.42,75.2,10.29
434,Surt,20,LY,1524010585,100,31.21,16.59,60.68,11.99
435,Umm Kaddadah,0,SD,1524010585,19,13.6,26.69,61.67,3.71
436,Saint-Joseph,0,FR,1524009600,82,43.56,6.97,64.4,3.36
437,Naze,20,NG,1524010586,92,5.43,7.07,75.3,4.94
438,Krasnyy Chikoy,0,RU,1524010589,86,50.36,108.75,36.56,2.48
439,Voh,32,NC,1524010589,90,-20.95,164.69,79.89,10.76
440,Lerwick,8,GB,1524009000,87,60.15,-1.15,46.4,3.36
441,Darab,0,IR,1524010590,78,28.75,54.55,36.92,0.92
442,Myanaung,12,MM,1524010590,99,18.28,95.32,71.25,1.03
443,Apricena,48,IT,1524010390,98,41.78,15.44,57.57,6.73
444,Ejea de los Caballeros,0,ES,1524009600,81,42.13,-1.14,53.6,2.59
445,Baiyin,0,CN,1524006000,45,36.55,104.13,42.8,4.47
446,Beyneu,20,KZ,1524010590,74,45.32,55.19,37.46,4.72
447,Cerkezkoy,0,TR,1524009000,93,41.28,28.0,46.4,4.16
448,Ust-Omchug,44,RU,1524010591,78,61.13,149.63,23.37,3.49
449,Port Blair,0,IN,1524010502,100,11.67,92.75,83.9,1.48
450,Dunedin,8,NZ,1524010591,65,-45.87,170.5,50.37,14.0
451,Ramkola,0,IN,1524010591,70,26.91,83.83,70.53,10.31
452,Daoukro,64,CI,1524010591,78,7.06,-3.97,80.88,4.27
453,Umm Lajj,0,SA,1524010592,84,25.02,37.27,69.5,4.94
454,Papara,0,BR,1524006000,83,-3.98,-38.73,77.0,9.17
455,General Pico,8,AR,1524010592,52,-35.66,-63.75,75.57,9.19
456,Thinadhoo,92,MV,1524010592,100,0.53,72.93,83.85,8.97
457,Westport,64,IE,1524010592,91,53.8,-9.52,51.05,20.83
458,Ugoofaaru,88,MV,1524010593,100,5.67,73.0,85.16,6.17
459,Hasaki,90,JP,1524008820,93,35.73,140.83,55.4,14.99
460,Enid,1,US,1524009300,28,36.4,-97.88,87.8,23.04
461,Merauke,92,ID,1524010593,100,-8.49,140.4,77.51,6.17
462,Muroto,20,JP,1524006000,48,33.37,134.14,64.4,12.75
463,Bud,92,NO,1524009000,93,62.91,6.91,44.6,4.7
464,Diego de Almagro,0,CL,1524010594,83,-26.39,-70.05,61.8,2.59
465,Pisco,0,PE,1524006000,73,-13.71,-76.2,71.6,19.46
466,Jevargi,20,IN,1524010594,85,17.02,76.77,73.05,4.61
467,Khasan,44,RU,1524010594,79,42.43,130.64,41.42,2.26
468,Akdepe,0,TM,1524007800,56,42.05,59.39,44.6,2.24
469,Astara,40,AZ,1524006000,81,38.42,48.87,42.8,4.7
470,Pangnirtung,75,CA,1524006000,85,66.15,-65.72,10.4,2.24
471,Lakes Entrance,0,AU,1524010595,91,-37.88,147.99,58.16,3.6
472,Umea,0,SE,1524009000,86,63.83,20.26,28.4,2.24
473,Rosarito,75,CO,1524006000,82,4.91,-75.23,73.4,3.36
474,Dakar,40,SN,1524006000,93,14.69,-17.45,66.2,2.24
475,Bilibino,20,RU,1524010595,72,68.06,166.44,32.42,3.38
476,Yatou,40,CM,1524006000,94,3.63,9.81,80.6,3.36
477,Peace River,90,CA,1524009600,79,56.23,-117.29,28.4,21.92
478,Los Llanos de Aridane,36,ES,1524009600,77,28.66,-17.92,64.4,6.93
479,Modasa,0,IN,1524010596,48,23.47,73.3,70.53,4.61
480,Juxtlahuaca,12,MX,1524010599,62,17.43,-99.15,74.13,2.26
481,Nemuro,75,JP,1524007800,93,43.32,145.57,41.0,13.87
